,oak_count,oak_score,oak_mentions_count,black_fruit_count,black_fruit_score,black_fruit_mentions_count,earth_count,earth_score,earth_mentions_count,red_fruit_count,red_fruit_score,red_fruit_mentions_count,spices_count,spices_score,spices_mentions_count,microbio_count,microbio_score,microbio_mentions_count,floral_count,floral_score,floral_mentions_count,tree_fruit_count,tree_fruit_score,tree_fruit_mentions_count,dried_fruit_count,dried_fruit_score,dried_fruit_mentions_count,vegetal_count,vegetal_score,vegetal_mentions_count,non_oak_count,non_oak_score,non_oak_mentions_count,citrus_fruit_count,citrus_fruit_score,citrus_fruit_mentions_count,acidity,fizziness,intensity,sweetness,tannin,user_structure_count,calculated_structure_count,tropical_fruit_count,tropical_fruit_score,tropical_fruit_mentions_count
1591090,5.0,310.0,4.0,1.0,100.0,1.0,4.0,447.0,4.0,1.0,200.0,2.0,1.0,6.0,0.0,2.0,167.0,2.0,,,,,,,,,,,,,3.0,37.0,0.0,,,,3.5133677,,3.6803436,1.7633333,3.772646,15.0,5.0,1.0,33.0,0.0
24082,12.0,1229.0,14.0,12.0,1387.0,14.0,8.0,713.0,6.0,1.0,13.0,0.0,4.0,351.0,4.0,1.0,100.0,1.0,,,,,,,1.0,100.0,1.0,,,,7.0,107.0,0.0,1.0,100.0,1.0,3.4684966,,4.167692,1.7663987,3.7802444,5.0,27.0,1.0,100.0,1.0
3250527,3.0,600.0,7.0,1.0,100.0,1.0,2.0,50.0,0.0,1.0,100.0,1.0,,,,,,,1.0,200.0,2.0,1.0,100.0,1.0,,,,1.0,150.0,2.0,2.0,200.0,1.0,1.0,100.0,1.0,,,,,,,,,,
14211,14.0,2022.0,22.0,9.0,1100.0,11.0,7.0,525.0,5.0,6.0,800.0,8.0,5.0,124.0,1.0,3.0,216.0,2.0,1.0,100.0,1.0,,,,,,,1.0,100.0,1.0,9.0,113.0,0.0,,,,3.337415,,4.745283,1.3193396,3.707453,19.0,30.0,,,
5210,28.0,3233.0,36.0,21.0,2461.0,25.0,19.0,1446.0,14.0,18.0,1539.0,15.0,18.0,1436.0,14.0,1.0,100.0,1.0,1.0,100.0,1.0,1.0,100.0,1.0,,,,1.0,100.0,1.0,18.0,285.0,0.0,1.0,100.0,1.0,3.9101496,,4.7032633,1.3927394,3.52009,12.0,67.0,,,
1665257,5.0,608.0,7.0,4.0,479.0,5.0,3.0,319.0,3.0,3.0,216.0,2.0,3.0,18.0,0.0,,,,,,,,,,2.0,105.0,1.0,,,,5.0,155.0,1.0,,,,2.4866326,,4.8404336,2.5404592,2.9599743,21.0,7.0,,,
3715,588.0,77482.0,829.0,480.0,67919.0,691.0,427.0,45658.0,486.0,241.0,22929.0,220.0,283.0,22424.0,228.0,81.0,4988.0,30.0,48.0,4375.0,42.0,9.0,1000.0,10.0,55.0,3544.0,34.0,38.0,2615.0,23.0,394.0,8500.0,22.0,12.0,1200.0,12.0,3.9248893,,4.6482344,1.7819628,4.040916,36.0,962.0,5.0,366.0,3.0
4113722,6.0,652.0,7.0,10.0,1487.0,15.0,3.0,250.0,3.0,3.0,213.0,2.0,6.0,600.0,6.0,1.0,100.0,1.0,,,,1.0,100.0,1.0,1.0,91.0,1.0,1.0,100.0,1.0,5.0,107.0,0.0,,,,3.3646686,,4.8340607,1.1722376,3.3023756,13.0,15.0,,,
1246002,46.0,4490.0,48.0,40.0,5901.0,60.0,40.0,4496.0,51.0,32.0,3394.0,33.0,18.0,1418.0,16.0,14.0,833.0,3.0,6.0,450.0,4.0,,,,2.0,105.0,1.0,6.0,550.0,5.0,33.0,863.0,4.0,,,,3.8132255,,4.873,1.5407842,3.5612352,20.0,92.0,,,
4644979,6.0,654.0,8.0,6.0,1236.0,13.0,4.0,375.0,3.0,3.0,232.0,2.0,3.0,206.0,2.0,,,,,,,,,,2.0,32.0,0.0,,,,5.0,65.0,0.0,,,,3.6076007,,4.665972,1.418634,3.7381961,30.0,1.0,,,
77889,128.0,17900.0,190.0,96.0,15114.0,153.0,77.0,8115.0,84.0,34.0,2369.0,22.0,35.0,2414.0,23.0,16.0,1400.0,14.0,2.0,200.0,2.0,,,,7.0,767.0,8.0,3.0,300.0,3.0,79.0,1522.0,3.0,1.0,100.0,1.0,2.9192843,,3.9085808,1.7283198,2.9463506,47.0,201.0,3.0,199.0,1.0
1596672,31.0,3787.0,41.0,24.0,3222.0,33.0,12.0,877.0,8.0,18.0,1378.0,13.0,10.0,914.0,10.0,1.0,16.0,0.0,,,,,,,1.0,91.0,1.0,1.0,100.0,1.0,18.0,315.0,0.0,,,,3.5108702,,4.801698,1.358784,3.3394237,32.0,62.0,,,
1153843,45.0,5278.0,58.0,48.0,5956.0,60.0,28.0,2944.0,29.0,23.0,1739.0,16.0,19.0,1803.0,18.0,4.0,335.0,2.0,1.0,100.0,1.0,,,,32.0,3596.0,37.0,2.0,60.0,1.0,28.0,689.0,3.0,1.0,100.0,1.0,2.3101983,,4.7042727,3.1678927,2.3756032,25.0,99.0,,,
1670885,3.0,371.0,4.0,2.0,200.0,2.0,,,,3.0,400.0,4.0,2.0,106.0,1.0,,,,1.0,100.0,1.0,,,,1.0,91.0,1.0,,,,2.0,32.0,0.0,,,,,,,,,,,,,
5552276,,,,,,,2.0,200.0,2.0,,,,1.0,100.0,1.0,,,,1.0,100.0,1.0,,,,,,,,,,,,,,,,3.169097,,4.7450337,1.3531151,3.8377202,22.0,5.0,,,
2306372,15.0,1775.0,18.0,11.0,1500.0,15.0,10.0,624.0,7.0,7.0,800.0,8.0,2.0,325.0,4.0,,,,1.0,125.0,1.0,,,,,,,1.0,25.0,0.0,9.0,126.0,0.0,,,,3.4078948,,4.655694,1.4697129,3.4546413,15.0,22.0,,,
6312214,4.0,1071.0,11.0,3.0,700.0,7.0,2.0,303.0,3.0,,,,3.0,401.0,5.0,1.0,100.0,1.0,,,,,,,,,,,,,3.0,125.0,0.0,,,,3.4261565,,4.759217,1.5778648,3.4611032,11.0,11.0,,,
6022056,4.0,720.0,8.0,3.0,500.0,5.0,3.0,225.0,2.0,1.0,100.0,1.0,2.0,12.0,0.0,1.0,100.0,1.0,,,,,,,,,,,,,3.0,143.0,1.0,,,,2.9163935,,4.1906557,2.6470492,3.657213,1.0,6.0,,,
5825248,3.0,127.0,1.0,1.0,68.0,1.0,3.0,273.0,3.0,5.0,616.0,6.0,2.0,300.0,3.0,,,,,,,,,,1.0,16.0,0.0,,,,,,,,,,,,,,,,,,,
1276653,21.0,2572.0,29.0,17.0,3516.0,36.0,18.0,2243.0,24.0,10.0,668.0,6.0,12.0,954.0,9.0,8.0,474.0,3.0,1.0,100.0,1.0,,,,2.0,116.0,1.0,,,,18.0,457.0,2.0,,,,3.9603624,,4.117392,1.7949224,3.6022449,13.0,23.0,,,
3235285,25.0,2838.0,31.0,31.0,4542.0,46.0,24.0,2267.0,24.0,8.0,642.0,6.0,19.0,1468.0,16.0,2.0,36.0,0.0,3.0,250.0,2.0,1.0,100.0,1.0,3.0,298.0,3.0,3.0,150.0,1.0,21.0,409.0,0.0,,,,3.1918511,,4.5486503,1.9312112,3.8145156,12.0,39.0,,,
1171111,75.0,9805.0,104.0,51.0,6789.0,69.0,51.0,5024.0,54.0,40.0,4574.0,45.0,38.0,3205.0,32.0,13.0,833.0,5.0,7.0,550.0,5.0,,,,5.0,237.0,2.0,6.0,280.0,2.0,43.0,903.0,4.0,1.0,100.0,1.0,,,,,,,,,,
1401743,1.0,137.0,1.0,1.0,100.0,1.0,,,,,,,1.0,151.0,2.0,,,,,,,,,,,,,,,,1.0,12.0,0.0,,,,3.1043172,,4.381919,2.1509593,3.4521034,13.0,1.0,,,
1193557,36.0,2698.0,26.0,22.0,2172.0,22.0,35.0,3726.0,41.0,37.0,4439.0,44.0,11.0,889.0,10.0,7.0,432.0,2.0,5.0,500.0,5.0,,,,2.0,189.0,2.0,2.0,200.0,2.0,14.0,555.0,4.0,3.0,400.0,4.0,4.33582,,3.0345628,2.1146889,2.6179874,33.0,77.0,,,
14217,21.0,1989.0,20.0,16.0,2287.0,23.0,21.0,2395.0,26.0,10.0,913.0,9.0,5.0,525.0,6.0,5.0,484.0,5.0,1.0,25.0,0.0,,,,1.0,91.0,1.0,3.0,145.0,1.0,11.0,180.0,0.0,1.0,100.0,1.0,3.8879907,,4.413268,1.8639606,3.4537766,23.0,52.0,2.0,66.0,0.0
1534086,5.0,522.0,5.0,7.0,755.0,8.0,1.0,100.0,1.0,2.0,29.0,0.0,2.0,157.0,2.0,,,,,,,,,,1.0,16.0,0.0,,,,1.0,21.0,0.0,,,,3.9924324,,4.6732435,1.2416215,3.1676757,2.0,17.0,,,
2195217,3.0,400.0,4.0,2.0,200.0,2.0,3.0,475.0,6.0,3.0,600.0,6.0,3.0,130.0,1.0,1.0,200.0,2.0,1.0,100.0,1.0,,,,,,,1.0,20.0,0.0,3.0,75.0,0.0,,,,4.0993104,,4.8262067,1.6455172,3.8924136,0.0,6.0,,,
1244082,2.0,200.0,2.0,6.0,887.0,9.0,3.0,400.0,4.0,2.0,113.0,1.0,4.0,600.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99351,12.0,1685.0,18.0,9.0,1929.0,20.0,10.0,1269.0,12.0,7.0,455.0,4.0,4.0,406.0,4.0,,,,1.0,100.0,1.0,,,,1.0,16.0,0.0,,,,6.0,140.0,1.0,,,,3.0153155,,3.9439871,1.6993356,2.9980233,25.0,17.0,,,
1819992,42.0,4285.0,44.0,38.0,5072.0,51.0,33.0,3148.0,33.0,9.0,639.0,6.0,13.0,1144.0,12.0,3.0,166.0,1.0,1.0,100.0,1.0,1.0,100.0,1.0,1.0,89.0,1.0,,,,18.0,357.0,1.0,,,,3.4267387,,4.8058352,1.4820944,3.521119,28.0,72.0,,,
1653752,8.0,907.0,11.0,7.0,800.0,8.0,7.0,576.0,5.0,2.0,200.0,2.0,5.0,418.0,4.0,1.0,100.0,1.0,,,,,,,,,,2.0,200.0,2.0,6.0,99.0,0.0,1.0,100.0,1.0,,,,,,,,,,
1247106,37.0,4974.0,49.0,33.0,5357.0,55.0,28.0,2813.0,33.0,26.0,1743.0,16.0,18.0,964.0,11.0,2.0,66.0,0.0,,,,,,,3.0,273.0,3.0,5.0,260.0,2.0,28.0,550.0,1.0,,,,3.342125,,4.7489967,1.7738111,2.9694436,39.0,65.0,,,
1190009,1.0,194.0,2.0,1.0,100.0,1.0,1.0,91.0,1.0,1.0,100.0,1.0,2.0,106.0,1.0,,,,,,,,,,,,,,,,1.0,9.0,0.0,,,,3.411234,,4.023247,1.5039611,3.1814933,1.0,11.0,,,
4098708,15.0,2419.0,30.0,9.0,1000.0,10.0,16.0,1090.0,9.0,3.0,300.0,3.0,8.0,342.0,3.0,3.0,141.0,1.0,1.0,100.0,1.0,,,,,,,,,,13.0,308.0,0.0,,,,3.1635725,,4.840615,1.4725811,3.291829,23.0,26.0,,,
1134562,33.0,2458.0,27.0,13.0,1076.0,12.0,38.0,5457.0,57.0,26.0,4187.0,41.0,11.0,1024.0,10.0,7.0,275.0,0.0,7.0,700.0,7.0,2.0,200.0,2.0,8.0,637.0,6.0,2.0,200.0,2.0,18.0,486.0,3.0,2.0,200.0,2.0,4.6960883,,3.7531936,2.0111017,4.434782,23.0,46.0,,,
1443846,9.0,1131.0,12.0,1.0,187.0,2.0,7.0,760.0,8.0,5.0,413.0,4.0,5.0,318.0,3.0,1.0,50.0,0.0,,,,,,,,,,1.0,100.0,1.0,5.0,141.0,1.0,,,,3.9238696,,3.378217,1.472826,3.4297392,8.0,18.0,,,
1999570,24.0,3323.0,36.0,16.0,2011.0,20.0,19.0,1760.0,17.0,13.0,1300.0,13.0,19.0,2185.0,22.0,2.0,133.0,1.0,2.0,225.0,2.0,2.0,200.0,2.0,1.0,89.0,1.0,2.0,125.0,1.0,11.0,349.0,2.0,,,,3.8399801,,3.969348,1.4965415,3.517826,12.0,50.0,,,
99976,28.0,1667.0,16.0,16.0,1833.0,19.0,29.0,3587.0,40.0,22.0,2178.0,21.0,3.0,142.0,1.0,5.0,283.0,1.0,4.0,400.0,4.0,,,,1.0,89.0,1.0,1.0,100.0,1.0,13.0,221.0,1.0,,,,4.3247447,,3.0478437,2.2007186,2.6441817,21.0,45.0,,,
1514571,17.0,1229.0,13.0,15.0,1674.0,17.0,18.0,1954.0,20.0,17.0,1726.0,17.0,5.0,500.0,5.0,3.0,158.0,1.0,,,,3.0,300.0,3.0,,,,1.0,100.0,1.0,6.0,159.0,1.0,1.0,100.0,1.0,3.4520407,,4.5760503,1.7548832,3.5955837,19.0,52.0,,,
14513,73.0,9122.0,100.0,77.0,11544.0,118.0,59.0,7340.0,78.0,40.0,3258.0,30.0,40.0,2201.0,21.0,19.0,931.0,5.0,8.0,900.0,9.0,,,,10.0,598.0,6.0,2.0,200.0,2.0,55.0,2006.0,12.0,1.0,100.0,1.0,3.297806,,4.345442,2.0291843,3.54836,50.0,111.0,,,
1712424,1.0,195.0,2.0,1.0,68.0,1.0,1.0,20.0,0.0,1.0,116.0,1.0,1.0,6.0,0.0,1.0,10.0,0.0,,,,,,,1.0,16.0,0.0,1.0,10.0,0.0,1.0,259.0,3.0,,,,2.9782472,,4.808763,1.1271135,3.2400002,10.0,2.0,,,
2354831,120.0,13924.0,151.0,58.0,6406.0,67.0,89.0,8777.0,94.0,185.0,25853.0,257.0,62.0,2968.0,33.0,9.0,525.0,2.0,15.0,975.0,8.0,2.0,200.0,2.0,10.0,582.0,5.0,17.0,1225.0,10.0,84.0,1465.0,0.0,11.0,1200.0,12.0,3.4809942,,3.1547592,1.611172,2.1063213,139.0,258.0,2.0,200.0,2.0
1421920,54.0,8358.0,82.0,40.0,3790.0,40.0,39.0,3559.0,44.0,44.0,4109.0,39.0,24.0,1159.0,12.0,5.0,358.0,3.0,1.0,100.0,1.0,1.0,100.0,1.0,49.0,6520.0,66.0,3.0,220.0,2.0,43.0,1827.0,11.0,2.0,200.0,2.0,3.8115177,,3.6862235,2.1022768,3.5943305,9.0,81.0,5.0,500.0,5.0
1673599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,5.0,1.0,4.0,0.0,0.0,,,
1936506,34.0,4203.0,42.0,23.0,2935.0,30.0,19.0,1614.0,19.0,18.0,1465.0,14.0,14.0,1174.0,12.0,3.0,116.0,0.0,,,,,,,,,,,,,21.0,493.0,3.0,1.0,100.0,1.0,3.3104753,,4.9037213,1.4362901,3.3496192,11.0,68.0,,,
2349604,19.0,1858.0,17.0,14.0,1600.0,16.0,13.0,1335.0,16.0,6.0,600.0,6.0,8.0,465.0,6.0,1.0,50.0,0.0,,,,2.0,200.0,2.0,2.0,191.0,2.0,,,,11.0,201.0,0.0,,,,3.4914393,,4.8076353,1.5247009,3.7646353,43.0,40.0,,,
7971,497.0,73432.0,803.0,154.0,18332.0,185.0,337.0,38690.0,400.0,222.0,24986.0,247.0,263.0,11153.0,102.0,97.0,6549.0,42.0,18.0,1275.0,11.0,4.0,400.0,4.0,44.0,4546.0,47.0,37.0,2315.0,20.0,316.0,7689.0,33.0,43.0,4700.0,47.0,3.7556012,,3.8038878,1.7390771,3.7062318,391.0,518.0,3.0,233.0,2.0
1274818,160.0,13448.0,144.0,53.0,5668.0,58.0,198.0,22138.0,237.0,193.0,24106.0,240.0,96.0,9799.0,102.0,39.0,2011.0,8.0,47.0,5750.0,57.0,3.0,300.0,3.0,22.0,2026.0,20.0,15.0,1020.0,9.0,111.0,2301.0,8.0,18.0,1800.0,18.0,4.628059,,3.565858,1.5917038,4.306632,200.0,412.0,2.0,133.0,1.0
85063,91.0,6660.0,63.0,49.0,5271.0,55.0,111.0,11753.0,138.0,122.0,13724.0,135.0,32.0,2852.0,30.0,35.0,1982.0,7.0,21.0,2225.0,22.0,,,,6.0,605.0,6.0,7.0,625.0,6.0,42.0,1070.0,6.0,12.0,1500.0,15.0,4.2643523,,3.0270634,1.9101814,2.6674964,107.0,192.0,1.0,33.0,0.0
1139117,67.0,10332.0,110.0,34.0,4285.0,43.0,39.0,4244.0,48.0,26.0,2526.0,25.0,34.0,1163.0,11.0,9.0,716.0,5.0,1.0,25.0,0.0,1.0,100.0,1.0,3.0,380.0,4.0,3.0,145.0,1.0,48.0,1051.0,2.0,3.0,300.0,3.0,3.92615,,3.855276,1.6932027,3.626138,35.0,82.0,1.0,33.0,0.0
2403345,35.0,3504.0,35.0,36.0,4785.0,48.0,33.0,4143.0,46.0,14.0,1526.0,15.0,20.0,2184.0,21.0,5.0,383.0,2.0,,,,1.0,200.0,2.0,2.0,180.0,2.0,,,,20.0,395.0,2.0,,,,3.9842646,,4.1250687,1.4322059,4.0058236,16.0,80.0,1.0,100.0,1.0
1666427,9.0,1190.0,13.0,3.0,300.0,3.0,2.0,300.0,3.0,1.0,100.0,1.0,3.0,312.0,3.0,1.0,16.0,0.0,,,,,,,1.0,91.0,1.0,,,,4.0,91.0,0.0,,,,4.0091114,,4.9666667,1.2908889,3.2094445,0.0,20.0,,,
4399357,11.0,1346.0,15.0,7.0,1300.0,13.0,7.0,696.0,7.0,6.0,700.0,7.0,4.0,324.0,3.0,2.0,66.0,0.0,,,,,,,,,,,,,9.0,268.0,2.0,,,,3.9643016,,4.7560663,1.6783823,3.5417278,2.0,24.0,,,
2292689,1.0,185.0,2.0,2.0,187.0,2.0,1.0,103.0,1.0,1.0,13.0,0.0,1.0,100.0,1.0,1.0,33.0,0.0,1.0,100.0,1.0,,,,1.0,100.0,1.0,,,,1.0,79.0,1.0,,,,,,,,,,,,,
2229084,13.0,1862.0,23.0,9.0,1187.0,12.0,8.0,221.0,0.0,8.0,1013.0,10.0,7.0,242.0,2.0,,,,1.0,100.0,1.0,,,,1.0,91.0,1.0,,,,11.0,184.0,0.0,,,,3.7429812,,4.8234715,1.4992454,3.1190946,8.0,17.0,,,
4860628,16.0,2361.0,26.0,17.0,3433.0,35.0,9.0,712.0,6.0,10.0,478.0,4.0,10.0,687.0,7.0,2.0,49.0,0.0,1.0,100.0,1.0,1.0,100.0,1.0,1.0,89.0,1.0,,,,12.0,491.0,4.0,1.0,100.0,1.0,3.4547029,,4.971416,1.6052973,3.7247374,20.0,28.0,,,
6251501,2.0,200.0,2.0,1.0,100.0,1.0,2.0,250.0,3.0,,,,2.0,300.0,3.0,1.0,50.0,0.0,,,,,,,,,,,,,,,,,,,3.1275182,,4.32562,2.538175,3.188029,14.0,2.0,,,
1222877,2.0,175.0,2.0,1.0,187.0,2.0,1.0,25.0,0.0,4.0,413.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0609999,,3.1218,1.7588,2.7206,0.0,11.0,,,
1099253,14.0,1375.0,13.0,13.0,1448.0,15.0,27.0,3340.0,37.0,12.0,952.0,9.0,2.0,31.0,1.0,3.0,150.0,0.0,8.0,825.0,8.0,,,,,,,2.0,125.0,1.0,9.0,154.0,0.0,1.0,100.0,1.0,4.05761,,3.1626763,2.3596845,2.6229444,30.0,33.0,,,
3190173,23.0,2968.0,34.0,22.0,3883.0,40.0,5.0,469.0,5.0,28.0,3017.0,29.0,15.0,1013.0,11.0,3.0,250.0,2.0,,,,,,,,,,,,,20.0,500.0,0.0,,,,3.5359168,,3.4204152,2.0228891,2.176263,18.0,21.0,,,
3537380,3.0,531.0,6.0,1.0,200.0,2.0,2.0,205.0,2.0,,,,,,,1.0,100.0,1.0,,,,,,,1.0,100.0,1.0,,,,3.0,64.0,0.0,,,,,,,,,,,,,
2041379,32.0,3868.0,40.0,24.0,3861.0,39.0,20.0,1365.0,16.0,15.0,1339.0,13.0,14.0,824.0,8.0,2.0,75.0,0.0,,,,,,,2.0,182.0,2.0,,,,17.0,286.0,0.0,1.0,100.0,1.0,3.3774207,,4.857789,1.6034181,3.5209782,21.0,73.0,,,
4007118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,5.0,3.1241379,2.0,1.0,0.0,,,
2059783,18.0,2567.0,22.0,16.0,3174.0,32.0,16.0,2822.0,34.0,15.0,2026.0,20.0,5.0,418.0,4.0,3.0,200.0,1.0,,,,,,,,,,1.0,100.0,1.0,7.0,93.0,0.0,,,,3.780885,,4.738274,1.2709734,3.3603761,6.0,31.0,,,
5615,49.0,5952.0,63.0,35.0,3731.0,40.0,13.0,858.0,11.0,31.0,2941.0,28.0,28.0,1686.0,16.0,9.0,565.0,4.0,1.0,100.0,1.0,,,,10.0,328.0,2.0,1.0,20.0,0.0,24.0,419.0,1.0,2.0,200.0,2.0,1.5747681,,4.929396,2.8485653,2.3485212,17.0,176.0,,,
4801549,9.0,1153.0,11.0,8.0,1387.0,14.0,7.0,506.0,6.0,3.0,213.0,2.0,7.0,669.0,7.0,,,,,,,,,,,,,,,,6.0,172.0,1.0,,,,3.4246204,,4.9114504,1.3812053,3.3652232,20.0,19.0,,,
1638175,86.0,10795.0,124.0,64.0,8478.0,86.0,64.0,5572.0,50.0,43.0,3823.0,37.0,30.0,1914.0,18.0,7.0,575.0,5.0,1.0,100.0,1.0,,,,11.0,881.0,9.0,4.0,400.0,4.0,52.0,962.0,1.0,2.0,200.0,2.0,3.4068444,,4.8044343,1.6459503,3.426095,71.0,183.0,,,
2333388,12.0,1711.0,18.0,8.0,859.0,9.0,10.0,903.0,10.0,5.0,152.0,1.0,4.0,212.0,2.0,3.0,250.0,2.0,1.0,100.0,1.0,,,,1.0,89.0,1.0,,,,6.0,124.0,0.0,,,,3.391,,4.4341817,1.2742728,3.2884545,4.0,19.0,,,
1224338,268.0,32590.0,363.0,230.0,34094.0,343.0,237.0,25333.0,256.0,71.0,7207.0,70.0,97.0,8273.0,84.0,24.0,1428.0,6.0,20.0,1725.0,16.0,1.0,100.0,1.0,19.0,1381.0,14.0,13.0,621.0,4.0,190.0,4148.0,12.0,4.0,400.0,4.0,4.223418,,4.261713,1.5155525,4.253438,130.0,384.0,2.0,200.0,2.0
1755673,11.0,1016.0,10.0,6.0,787.0,8.0,10.0,998.0,11.0,13.0,2213.0,22.0,7.0,873.0,9.0,,,,1.0,100.0,1.0,,,,1.0,91.0,1.0,,,,8.0,122.0,0.0,,,,3.9957173,,3.1587477,1.847313,2.5562627,11.0,20.0,,,
22317,6.0,921.0,10.0,7.0,1185.0,12.0,7.0,1018.0,10.0,5.0,726.0,7.0,3.0,300.0,3.0,,,,,,,,,,2.0,189.0,2.0,,,,4.0,61.0,0.0,1.0,100.0,1.0,3.480973,,4.2181053,1.6924868,3.7921317,31.0,18.0,,,
1619672,16.0,1852.0,20.0,16.0,1974.0,20.0,15.0,1469.0,14.0,6.0,626.0,6.0,5.0,184.0,4.0,5.0,374.0,3.0,2.0,125.0,1.0,,,,,,,1.0,25.0,0.0,15.0,371.0,2.0,,,,3.9946218,,4.7127028,1.5615945,3.8620813,4.0,27.0,,,
13470,5.0,544.0,6.0,3.0,600.0,6.0,5.0,496.0,5.0,3.0,300.0,3.0,2.0,200.0,2.0,,,,,,,,,,1.0,100.0,1.0,,,,4.0,60.0,0.0,,,,3.051397,,4.1213536,1.7769433,3.1913974,9.0,4.0,,,
3778314,1.0,109.0,1.0,2.0,200.0,2.0,1.0,91.0,1.0,1.0,100.0,1.0,1.0,200.0,2.0,2.0,200.0,2.0,,,,,,,,,,,,,,,,,,,3.515926,,4.187778,1.8918518,4.531852,3.0,3.0,,,
1177416,14.0,1924.0,19.0,17.0,2503.0,26.0,13.0,1410.0,17.0,14.0,1081.0,10.0,12.0,1230.0,12.0,3.0,166.0,1.0,,,,,,,1.0,16.0,0.0,,,,9.0,170.0,0.0,,,,3.868057,,3.6174154,1.8994831,2.1814082,6.0,35.0,,,
1823621,15.0,1707.0,19.0,8.0,887.0,9.0,9.0,536.0,5.0,6.0,613.0,6.0,5.0,412.0,4.0,1.0,50.0,0.0,,,,1.0,100.0,1.0,1.0,100.0,1.0,,,,8.0,95.0,0.0,,,,3.8154483,,4.9470344,1.3768965,3.2535172,0.0,18.0,,,
88387,147.0,15070.0,168.0,116.0,15453.0,155.0,125.0,11966.0,121.0,44.0,4391.0,43.0,66.0,6805.0,69.0,17.0,1049.0,6.0,6.0,375.0,3.0,3.0,300.0,3.0,10.0,1056.0,11.0,19.0,1585.0,15.0,88.0,1950.0,6.0,1.0,100.0,1.0,3.4424775,,4.6738014,1.7336364,3.5333276,103.0,250.0,,,
81849,418.0,45107.0,492.0,298.0,38120.0,384.0,385.0,45034.0,475.0,173.0,17982.0,176.0,136.0,11174.0,113.0,84.0,5054.0,27.0,39.0,3975.0,39.0,4.0,400.0,4.0,35.0,3071.0,32.0,24.0,2051.0,19.0,273.0,6532.0,24.0,14.0,1400.0,14.0,3.3712573,,4.103692,1.6867387,3.4444475,152.0,618.0,,,
1621953,14.0,1497.0,15.0,13.0,1561.0,16.0,11.0,1051.0,11.0,12.0,1039.0,10.0,5.0,163.0,2.0,1.0,33.0,0.0,3.0,225.0,2.0,,,,1.0,91.0,1.0,3.0,225.0,2.0,6.0,115.0,1.0,,,,3.366932,,4.7681885,1.4824584,3.24634,12.0,48.0,,,
1168202,2.0,319.0,3.0,1.0,100.0,1.0,2.0,274.0,3.0,1.0,100.0,1.0,1.0,100.0,1.0,1.0,100.0,1.0,,,,,,,,,,,,,1.0,7.0,0.0,,,,2.284762,,4.904762,3.387143,2.3715873,0.0,4.0,,,
2416786,4.0,435.0,4.0,4.0,400.0,4.0,9.0,858.0,9.0,3.0,300.0,3.0,,,,,,,,,,1.0,100.0,1.0,,,,,,,1.0,7.0,0.0,,,,3.4405346,,4.558677,1.3249874,3.340763,11.0,25.0,,,
2149556,18.0,1968.0,21.0,13.0,1574.0,16.0,13.0,869.0,7.0,10.0,1226.0,12.0,6.0,407.0,5.0,,,,,,,,,,1.0,91.0,1.0,1.0,100.0,1.0,9.0,265.0,2.0,,,,1.6409925,,4.147767,1.7351117,2.106253,5.0,49.0,,,
1664579,15.0,2266.0,25.0,12.0,1111.0,11.0,8.0,778.0,8.0,6.0,700.0,7.0,8.0,342.0,3.0,,,,1.0,100.0,1.0,,,,3.0,289.0,3.0,,,,11.0,214.0,0.0,,,,3.248607,,4.869781,1.5635993,3.1733334,19.0,38.0,,,
1992380,16.0,1003.0,10.0,7.0,585.0,6.0,28.0,3602.0,38.0,20.0,2293.0,23.0,17.0,1782.0,19.0,6.0,308.0,1.0,12.0,1125.0,11.0,,,,3.0,413.0,4.0,2.0,225.0,2.0,6.0,164.0,1.0,2.0,200.0,2.0,4.741733,,3.8350859,1.4354972,4.311492,10.0,34.0,,,
2383597,31.0,3191.0,34.0,11.0,1210.0,13.0,16.0,1636.0,19.0,19.0,1958.0,19.0,16.0,846.0,9.0,11.0,615.0,3.0,5.0,425.0,4.0,1.0,100.0,1.0,3.0,132.0,1.0,2.0,125.0,1.0,18.0,462.0,3.0,4.0,400.0,4.0,3.831598,,4.6041226,1.4829959,3.4606986,16.0,54.0,,,
1216979,3.0,267.0,3.0,2.0,487.0,5.0,1.0,319.0,3.0,2.0,213.0,2.0,,,,1.0,100.0,1.0,,,,,,,,,,,,,1.0,14.0,0.0,,,,,,,,,,,,,
1226177,165.0,24343.0,262.0,156.0,22998.0,233.0,137.0,12416.0,125.0,69.0,5788.0,55.0,118.0,14628.0,150.0,26.0,1438.0,9.0,12.0,1000.0,9.0,2.0,200.0,2.0,24.0,2042.0,21.0,15.0,1143.0,10.0,113.0,3304.0,17.0,4.0,400.0,4.0,3.032505,,4.3047004,1.8708993,3.2997622,226.0,248.0,,,
1225430,33.0,5255.0,56.0,33.0,4683.0,47.0,15.0,2006.0,23.0,5.0,239.0,2.0,12.0,541.0,5.0,8.0,548.0,3.0,,,,,,,2.0,369.0,4.0,,,,19.0,459.0,1.0,,,,3.9858294,,4.6774106,1.5929767,3.6139224,8.0,58.0,,,
